,Customer ID,Customer Name,Segment,cod_customer
2175,PB-18805,Patrick Bzostek,Home Office,584
2186,RH-19600,Rob Haberlin,Consumer,585
2206,AW-10930,Arthur Wiediger,Home Office,586
2209,ML-17410,Maris LaWare,Consumer,587
2217,DB-13555,Dorothy Badders,Corporate,588
2218,MH-17620,Matt Hagelstein,Corporate,589
2221,DK-13375,Dennis Kane,Consumer,590
2225,BT-11440,Bobby Trafton,Consumer,591
2231,DB-13405,Denny Blanton,Consumer,592
2239,TG-21310,Toby Gnade,Consumer,593
2242,BF-11005,Barry Franz,Home Office,594
2247,JM-16195,Justin MacKendrick,Consumer,595
2259,MZ-17335,Maria Zettner,Home Office,596
2261,MW-18220,Mitch Webber,Consumer,597
2262,MV-17485,Mark Van Huff,Consumer,598
2266,SM-20320,Sean Miller,Home Office,599
2267,TP-21415,Tom Prescott,Consumer,600
2279,JK-15625,Jim Karlsson,Consumer,601
2285,PJ-18835,Patrick Jones,Corporate,602
2289,RS-19420,Ricardo Sperren,Corporate,603
2307,SV-20935,Susan Vittorini,Consumer,604
2308,BC-11125,Becky Castell,Home Office,605
2313,EM-13825,Elizabeth Moffitt,Corporate,606
2325,BM-11575,Brendan Murry,Corporate,607
2328,KN-16705,Kristina Nunn,Home Office,608
2334,KW-16570,Kelly Williams,Consumer,609
2353,SC-20260,Scott Cohen,Corporate,610
2382,CV-12295,Christina VanderZanden,Consumer,611
2389,SG-20605,Speros Goranitis,Consumer,612
2407,TM-21010,Tamara Manning,Consumer,613
2411,EM-13810,Eleni McCrary,Corporate,614
2416,ML-18040,Michelle Lonsdale,Corporate,615
2421,CR-12580,Clay Rozendal,Home Office,616
2432,AZ-10750,Annie Zypern,Consumer,617
2437,PW-19240,Pierre Wener,Consumer,618
2460,SC-20380,Shahid Collister,Consumer,619
2470,CM-11935,Carlos Meador,Consumer,620
2477,GM-14695,Greg Maxwell,Corporate,621
2489,TB-21250,Tim Brockman,Consumer,622
2492,JM-15865,John Murray,Consumer,623
2495,SC-20575,Sonia Cooley,Consumer,624
2500,LS-17200,Luke Schmidt,Corporate,625
2503,RR-19315,Ralph Ritter,Consumer,626
2512,DB-12910,Daniel Byrd,Home Office,627
2524,TT-21220,Thomas Thornton,Consumer,628
2535,LO-17170,Lori Olson,Corporate,629
2541,KD-16615,Ken Dana,Corporate,630
2542,NB-18580,Nicole Brennan,Corporate,631
2565,BD-11635,Brian Derr,Consumer,632
2572,CM-12235,Chris McAfee,Consumer,633
2601,EN-13780,Edward Nazzal,Consumer,634
2605,KN-16450,Kean Nguyen,Corporate,635
2613,BO-11350,Bill Overfelt,Corporate,636
2614,AG-10300,Aleksandra Gannaway,Corporate,637
2622,MC-17635,Matthew Clasen,Corporate,638
2623,TA-21385,Tom Ashbrook,Home Office,639
2631,JF-15295,Jason Fortune-,Consumer,640
2636,TT-21265,Tim Taslimi,Corporate,641
2637,SB-20170,Sarah Bern,Consumer,642
2662,CL-12700,Craig Leslie,Home Office,643
2666,HG-15025,Hunter Glantz,Consumer,644
2668,NL-18310,Nancy Lomonaco,Home Office,645
2670,RR-19525,Rick Reed,Corporate,646
2674,TC-21295,Toby Carlisle,Consumer,647
2677,SV-20785,Stewart Visinsky,Consumer,648
2695,BE-11410,Bobby Elias,Consumer,649
2716,SC-20680,Steve Carroll,Home Office,650
2723,DF-13135,David Flashing,Consumer,651
2729,FH-14350,Fred Harton,Consumer,652
2742,MS-17530,MaryBeth Skach,Consumer,653
2748,RH-19555,Ritsa Hightower,Consumer,654
2752,GA-14515,George Ashbrook,Consumer,655
2758,JP-16135,Julie Prescott,Home Office,656
2760,Dp-13240,Dean percer,Home Office,657
2768,MO-17950,Michael Oakman,Consumer,658
2802,DL-13330,Denise Leinenbach,Consumer,659
2806,MH-18025,Michelle Huthwaite,Consumer,660
2815,DR-12940,Daniel Raglin,Home Office,661
2819,DM-13015,Darrin Martin,Consumer,662
2833,CA-11965,Carol Adams,Corporate,663
2842,AC-10660,Anna Chung,Consumer,664
2847,DM-13345,Denise Monton,Corporate,665
2851,VF-21715,Vicky Freymann,Home Office,666
2857,CC-12370,Christopher Conant,Consumer,667
2870,BF-11275,Beth Fritzler,Corporate,668
2890,HG-14845,Harry Greene,Consumer,669
2926,BP-11155,Becky Pak,Consumer,670
2949,EM-14140,Eugene Moren,Home Office,671
2956,MA-17995,Michelle Arnett,Home Office,672
2962,AY-10555,Andy Yotov,Corporate,673
2979,GB-14575,Giulietta Baptist,Consumer,674
2985,JB-16045,Julia Barnett,Home Office,675
3004,MG-17875,Michael Grace,Home Office,676
3010,SR-20425,Sharelle Roach,Home Office,677
3023,JB-16000,Joy Bell-,Consumer,678
3030,DM-12955,Dario Medina,Corporate,679
3048,TC-21475,Tony Chapman,Home Office,680
3053,SW-20350,Sean Wendt,Home Office,681
3061,RE-19450,Richard Eichhorn,Consumer,682
3064,BF-11215,Benjamin Farhat,Home Office,683
3079,KB-16405,Katrina Bavinger,Home Office,684
3101,JG-15310,Jason Gross,Corporate,685
3104,EC-14050,Erin Creighton,Consumer,686
3126,EB-14110,Eugene Barchas,Consumer,687
3132,JP-15460,Jennifer Patt,Corporate,688
3145,CS-11845,Cari Sayre,Corporate,689
3155,GH-14410,Gary Hansen,Home Office,690
3160,PT-19090,Pete Takahito,Consumer,691
3193,JL-15130,Jack Lebron,Consumer,692
3199,AH-10030,Aaron Hawkins,Corporate,693
3236,CC-12475,Cindy Chapman,Consumer,694
3238,DW-13195,David Wiener,Corporate,695
3243,SJ-20215,Sarah Jordon,Consumer,696
3251,BG-11740,Bruce Geld,Consumer,697
3259,LB-16795,Laurel Beltran,Home Office,698
3260,CM-11815,Candace McMahon,Corporate,699
3267,EH-14185,Evan Henry,Consumer,700
3319,TS-21505,Tony Sayre,Consumer,701
3334,PR-18880,Patrick Ryan,Consumer,702
3365,LC-17050,Liz Carlisle,Consumer,703
3377,CS-12490,Cindy Schnelling,Corporate,704
3398,DH-13075,Dave Hallsten,Corporate,705
3444,JO-15145,Jack O'Briant,Corporate,706
3446,AH-10690,Anna Häberlin,Corporate,707
3463,HJ-14875,Heather Jas,Home Office,708
3469,MH-17455,Mark Hamilton,Consumer,709
3502,RD-19930,Russell D'Ascenzo,Consumer,710
3505,SC-20020,Sam Craven,Consumer,711
3525,SU-20665,Stephanie Ulpright,Home Office,712
3572,FC-14335,Fred Chung,Corporate,713
3601,RB-19330,Randy Bradley,Consumer,714
3611,NC-18535,Nick Crebassa,Corporate,715
3631,DB-12970,Darren Budd,Corporate,716
3701,MF-17665,Maureen Fritzler,Corporate,717
3734,RM-19750,Roland Murray,Consumer,718
3736,VM-21835,Vivian Mathis,Consumer,719
3794,EJ-13720,Ed Jacobs,Consumer,720
3800,NC-18415,Nathan Cano,Consumer,721
3831,LS-17230,Lycoris Saunders,Consumer,722
3841,KE-16420,Katrina Edelman,Corporate,723
3851,DH-13675,Duane Huffman,Home Office,724
3880,PF-19120,Peter Fuller,Consumer,725
3903,VT-21700,Valerie Takahito,Home Office,726
3943,MG-17695,Maureen Gnade,Consumer,727
3970,SP-20920,Susan Pistek,Consumer,728
3988,CS-12175,Charles Sheldon,Corporate,729
3994,DK-12895,Dana Kaydos,Consumer,730
4005,KM-16660,Khloe Miller,Consumer,731
4020,AA-10645,Anna Andreadi,Consumer,732
4106,DD-13570,Dorothy Dickinson,Consumer,733
4160,AH-10465,Amy Hunt,Consumer,734
4164,TP-21565,Tracy Poddar,Corporate,735
4175,EK-13795,Eileen Kiefer,Home Office,736
4181,CR-12820,Cyra Reiten,Home Office,737
4186,SG-20890,Susan Gilcrest,Corporate,738
4210,AH-10585,Angele Hood,Consumer,739
4236,NF-18475,Neil Französisch,Home Office,740
4250,BS-11365,Bill Shonely,Corporate,741
4270,SH-20635,Stefanie Holloman,Corporate,742
4333,RD-19720,Roger Demir,Consumer,743
4352,AG-10330,Alex Grayson,Consumer,744
4498,GR-14560,Georgia Rosenberg,Corporate,745
4509,VS-21820,Vivek Sundaresam,Consumer,746
4542,TM-21490,Tony Molinari,Consumer,747
4583,TS-21430,Tom Stivers,Corporate,748
4647,DB-13360,Dennis Bolton,Home Office,749
4721,NR-18550,Nick Radford,Consumer,750
4768,CS-11860,Cari Schnelling,Consumer,751
4794,MF-18250,Monica Federle,Corporate,752
4819,LW-17125,Liz Willingham,Consumer,753
4925,AR-10345,Alex Russell,Corporate,754
4935,KS-16300,Karen Seio,Corporate,755
4961,AB-10015,Aaron Bergman,Consumer,756
5008,LR-17035,Lisa Ryan,Corporate,757
5017,SS-20410,Shahid Shariari,Consumer,758
5082,JM-15580,Jill Matthias,Consumer,759
5342,JK-15325,Jason Klamczynski,Corporate,760
5381,DM-13525,Don Miller,Corporate,761
5400,ML-18265,Muhammed Lee,Consumer,762
5427,MH-17290,Marc Harrigan,Home Office,763
5430,FC-14245,Frank Carlisle,Home Office,764
5502,TH-21115,Thea Hudgings,Corporate,765
5530,JK-16090,Juliana Krohn,Consumer,766
5596,SB-20185,Sarah Brown,Consumer,767
5609,BG-11035,Barry Gonzalez,Consumer,768
5757,BW-11065,Barry Weirich,Consumer,769
5788,MG-18205,Mitch Gastineau,Corporate,770
5837,DO-13645,Doug O'Connell,Consumer,771
5887,BP-11050,Barry Pond,Corporate,772
6050,TS-21655,Trudy Schmidt,Consumer,773
6129,EM-14200,Evan Minnotte,Home Office,774
6133,AO-10810,Anthony O'Donnell,Corporate,775
6170,MH-17440,Mark Haberlin,Corporate,776
6497,SS-20515,Shirley Schmidt,Home Office,777
6505,LD-16855,Lela Donovan,Corporate,778
6622,VP-21760,Victoria Pisteka,Corporate,779
6755,TC-21145,Theresa Coyne,Corporate,780
6790,IM-15055,Ionia McGrath,Consumer,781
6956,AR-10570,Anemone Ratner,Consumer,782
7545,CM-12715,Craig Molinari,Corporate,783
7653,FW-14395,Fred Wasserman,Corporate,784
8085,LC-16960,Lindsay Castell,Home Office,785
8175,HE-14800,Harold Engle,Corporate,786
8485,BD-11560,Brendan Dodson,Home Office,787
8536,HD-14785,Harold Dahlen,Home Office,788
8666,CJ-11875,Carl Jackson,Corporate,789
9209,RS-19870,Roy Skaria,Home Office,790
9399,SC-20845,Sung Chung,Consumer,791
9441,RE-19405,Ricardo Emerson,Consumer,792
9558,SM-20905,Susan MacKendrick,Consumer,793
